x0,x1,y
37.20474078073236,39.83944188315755,0
43.19778379556143,15.58385415412502,0
53.457325404550126,99.78143551721914,1
66.83271047725661,3.741733589854568,0
25.540578833372287,85.35061514419998,1
57.87508448432768,10.763849793944813,0
51.35228350147183,21.70460401555806,0
94.02800435911593,67.64599997660993,0
50.9864261095756,72.82936122532138,0
51.01362902730223,37.054468774659874,1
66.26309003540526,28.087770195720697,0
65.24275368613175,80.05125131739757,1
79.98104237082319,23.051822405123488,0
47.07449917097528,92.14926221493947,1
14.263596893298525,18.287317904462963,0
14.961182269092376,2.2149869824439783,0
30.185938950760228,44.315054723851496,0
96.79210276977254,26.644357348005855,0
89.24876783811914,49.48133063217303,0
23.623567518679266,36.6553064505725,0
71.85884135796374,36.50432301094991,0
42.82743252250245,42.028657199033546,0
63.95944397099396,90.44511869064937,0
0.40700337240665574,55.603471084944985,1
87.10938390076834,13.363262210385985,0
3.488387491735123,95.83506440989603,1
79.49988520782406,75.53815050857426,0
7.332576011759462,56.90349120643552,1
57.53140802964952,21.633475013787262,0
84.60404667387861,61.15802674854967,0
73.41899211456179,95.34309300497101,0
60.488033817911635,76.69269235679414,1
23.17931344626174,18.507181300244856,1
13.029835970031922,53.4719413611547,0
14.210738570239123,23.11486667671474,0
57.963968673227726,75.71194687264996,0
95.29647541686512,87.54940767880872,0
77.05435723388933,65.43928166705399,1
67.69936828865163,58.81227662977834,0
0.10918366645898958,78.52336986380453,1
36.65653487442163,79.59990480684715,1
98.80752656097064,33.47549442897551,0
93.18836465866517,77.13936570064523,0
27.411634819008945,31.1838247282194,0
85.24010581632301,14.334955580015906,0
80.25276203289916,22.917119507745888,0
27.23526058332808,69.975465522949,0
89.2702834750128,75.41458841296239,0
90.09081959121596,90.10008793240077,0
53.162431577884995,59.97376579494406,0
30.251459210376417,43.923299953007,1
14.328005311451697,61.69641765228858,1
98.40537758456107,15.171375095293282,0
68.15941030315217,60.1456430699275,0
65.59598678610405,83.16053009357496,0
74.21745226800986,27.689241588981595,0
45.04165538654301,57.919396430217404,0
24.666338089537266,52.651556862976875,0
45.552162244671145,73.58670986748128,1
5.8563502529703655,21.346071533922483,0
5.223604498454271,15.043949160869607,1
66.00505416747411,26.482908998685783,0
41.9568767155185,95.91679917979265,1
35.67254405314906,32.939864723999726,0
66.04108011341903,23.167384965332694,0
95.9410357357454,57.59147089441391,0
86.59992423725042,66.35086277803843,0
2.859790680210139,90.105980444246,1
2.034357909290252,70.71746514926205,1
54.12418361217812,61.95870122090722,1
71.55314923394081,37.403851840550175,0
8.735577762834657,65.25781444333724,1
86.6304027584865,67.25275944690719,0
42.608193450873934,52.53470178859868,0
61.2632482694348,51.81443949310855,1
1.4927822796700796,17.015541749913176,1
7.4723100937577165,28.900073816244166,0
31.914472444536337,23.829870450724755,1
90.18202050186291,74.6408682634936,0
1.0076332149176248,19.593331397312518,1
94.85725154404446,54.75418486772256,0
51.520528253056156,52.344599794123546,0
97.0668875348312,93.40931445069535,0
67.74182814399265,54.20133996436714,0
78.04125156037026,26.218219137930987,0
71.77887110204838,43.78949395361467,0
9.512513070967177,28.30561973662783,1
74.8168335341471,35.749590143551515,0
